ENSG00000170579	18	4445306	4455306	-
ENSG00000156256	21	29024628	29034628	+
ENSG00000275464	21	5144657	5154657	-
ENSG00000156282	21	30156804	30166804	-
ENSG00000166265	21	26563285	26573285	-
ENSG00000079134	18	258049	268049	-
ENSG00000159147	21	33578705	33588705	-
ENSG00000186971	21	30430229	30440229	+
ENSG00000133110	13	37588843	37598843	-
ENSG00000243927	21	34073223	34083223	+
ENSG00000188694	21	30272949	30282949	-
ENSG00000186930	21	30588901	30598901	-
ENSG00000168502	18	8705660	8715660	+
ENSG00000244624	21	30616424	30626424	+
ENSG00000187005	21	30745427	30755427	-
ENSG00000206105	21	30620626	30630626	+
ENSG00000120658	13	43776907	43786907	-
ENSG00000177143	18	580379	590379	+
ENSG00000151778	13	44373664	44383664	+
ENSG00000141433	18	904870	914870	+
ENSG00000101574	18	2561508	2571508	-
ENSG00000102531	13	48975911	48985911	+
ENSG00000168461	18	9708274	9718274	+
ENSG00000136169	13	49444373	49454373	+
ENSG00000250709	13	36287841	36297841	-
ENSG00000183722	13	39593527	39603527	-
ENSG00000179630	13	43879283	43889283	+
ENSG00000226792	13	51190251	51200251	-
ENSG00000159131	21	33533490	33543490	-
ENSG00000237378	13	63746740	63756740	+
ENSG00000198743	21	34073577	34083577	+
ENSG00000186970	21	30440274	30450274	+
ENSG00000141447	18	24387879	24397879	-
ENSG00000231068	21	30708776	30718776	-
ENSG00000136147	13	49495609	49505609	+
ENSG00000159259	21	36385391	36395391	+
ENSG00000023516	13	42272151	42282151	+
ENSG00000139656	13	44151256	44161256	-
ENSG00000204899	13	72717628	72727628	-
ENSG00000280165	13	61405521	61415521	-
ENSG00000120685	13	39028088	39038088	-
ENSG00000198445	22	16582809	16592809	-
ENSG00000165837	13	45605738	45615738	-
ENSG00000198062	22	15690025	15700025	+
ENSG00000133116	13	33016422	33026422	+
ENSG00000156304	21	31722117	31732117	-
ENSG00000101557	18	158382	168382	+
ENSG00000136099	13	52838640	52848640	-
ENSG00000186967	21	30487164	30497164	-
ENSG00000186977	21	30492140	30502140	-
ENSG00000206432	18	5885954	5895954	-
ENSG00000276612	21	5123804	5133804	-
ENSG00000083535	13	72782132	72792132	+
ENSG00000176105	18	802545	812545	-
ENSG00000151773	13	43869739	43879739	-
ENSG00000093072	22	17248234	17258234	-
ENSG00000136122	13	72727748	72737748	+
ENSG00000278558	22	18527801	18537801	+
ENSG00000156261	21	29063796	29073796	-
ENSG00000166974	18	34976927	34986927	+
ENSG00000215568	22	16998221	17008221	-
ENSG00000150361	13	70098492	70108492	-
ENSG00000154654	21	20998408	21008408	+
ENSG00000240432	21	30415967	30425967	-
ENSG00000197683	21	30310314	30320314	-
ENSG00000198390	21	30396030	30406030	+
ENSG00000122034	13	27424618	27434618	+
ENSG00000136110	13	52729819	52739819	-
ENSG00000187676	13	31199974	31209974	+
ENSG00000241973	22	20849416	20859416	-
ENSG00000198862	21	28982955	28992955	-
ENSG00000173141	13	21176657	21186657	+
ENSG00000120690	13	41051439	41061439	-
ENSG00000134775	18	36297713	36307713	+
ENSG00000183307	22	17111366	17121366	-
ENSG00000133475	22	21217636	21227636	-
ENSG00000177663	22	17084953	17094953	+
ENSG00000180777	18	14728271	14738271	+
ENSG00000286102	22	21351298	21361298	-
ENSG00000136155	13	77535673	77545673	+
ENSG00000274252	22	18508160	18518160	-
ENSG00000102804	13	44567146	44577146	-
ENSG00000128789	18	12658042	12668042	+
ENSG00000185231	18	13905706	13915706	-
ENSG00000150893	13	38687076	38697076	+
ENSG00000204918	13	57147487	57157487	+
ENSG00000142192	21	26161127	26171127	-
ENSG00000197705	18	32763022	32773022	-
ENSG00000070371	22	19281718	19291718	-
ENSG00000136111	13	75472168	75482168	-
ENSG00000227151	13	57160631	57170631	+
ENSG00000286175	22	18633983	18643983	+
ENSG00000275793	22	18601918	18611918	-
ENSG00000171189	21	29930032	29940032	-
ENSG00000136158	13	80331125	80341125	-
ENSG00000206102	21	31028475	31038475	-
ENSG00000234278	13	57167196	57177196	+
ENSG00000206106	21	30580396	30590396	-
ENSG00000120686	13	38349848	38359848	+
ENSG00000078142	18	41955233	41965233	+
ENSG00000142188	21	33469973	33479973	-
ENSG00000184351	21	30470366	30480366	-
ENSG00000276644	13	71857203	71867203	-
ENSG00000102554	13	73054975	73064975	+
ENSG00000121390	13	19773018	19783018	-
ENSG00000275895	21	6489260	6499260	-
ENSG00000080986	18	2571556	2581556	+
ENSG00000174015	13	45702319	45712319	+
ENSG00000182591	21	30871579	30881579	-
ENSG00000212938	21	30592439	30602439	+
ENSG00000156284	21	30206096	30216096	-
ENSG00000178127	18	9102629	9112629	+
ENSG00000222018	21	34391071	34401071	-
ENSG00000088451	13	94586241	94596241	-
ENSG00000244025	21	30482012	30492012	-
ENSG00000260861	20	1610008	1620008	-
ENSG00000171873	20	4239286	4249286	-
ENSG00000099917	22	20495912	20505912	+
ENSG00000101282	20	992310	1002310	-
ENSG00000280433	21	5155471	5165471	-
ENSG00000125903	20	227257	237257	+
ENSG00000101280	20	906333	916333	-
ENSG00000273590	21	7744961	7754961	+
ENSG00000089012	20	1647778	1657778	-
ENSG00000100121	22	22644474	22654474	+
ENSG00000142149	21	31873019	31883019	+
ENSG00000154642	21	17809385	17819385	-
ENSG00000171984	20	5750392	5760392	+
ENSG00000102755	13	28485144	28495144	-
ENSG00000125827	20	8009804	8019804	-
ENSG00000254709	22	22887779	22897779	+
ENSG00000149346	20	10435304	10445304	+
ENSG00000089199	20	5911509	5921509	+
ENSG00000099953	22	23768225	23778225	+
ENSG00000178591	20	87249	97249	+
ENSG00000134882	13	99200773	99210773	+
ENSG00000125820	20	21504063	21514063	-
ENSG00000159256	21	36320188	36330188	+
ENSG00000169548	22	22510269	22520269	-
ENSG00000154889	18	11898365	11908365	-
ENSG00000133119	13	33818068	33828068	+
ENSG00000088812	20	3471017	3481017	+
ENSG00000080166	13	94469681	94479681	-
ENSG00000125845	20	6767685	6777685	+
ENSG00000152192	13	78593551	78603551	-
ENSG00000159086	21	32761791	32771791	-
ENSG00000132623	20	9986125	9996125	+
ENSG00000125304	13	99446310	99456310	+
ENSG00000101327	20	1984284	1994284	-
ENSG00000205929	21	32803742	32813742	-
ENSG00000166948	20	2380900	2390900	+
ENSG00000125898	20	833714	843714	+
ENSG00000173404	20	20368103	20378103	+
ENSG00000139737	13	77697686	77707686	+
ENSG00000185982	20	179710	189710	-
ENSG00000184792	22	30693781	30703781	+
ENSG00000088826	20	4120979	4130979	+
ENSG00000101489	18	37555826	37565826	-
ENSG00000231824	18	5187502	5197502	-
ENSG00000125788	20	142589	152589	+
ENSG00000132661	20	23350790	23360790	+
ENSG00000185686	22	22549360	22559360	-
ENSG00000132874	18	45212994	45222994	+
ENSG00000182957	13	23979804	23989804	+
ENSG00000275004	22	22498741	22508741	-
ENSG00000128218	22	23744424	23754424	-
ENSG00000017797	18	9475008	9485008	+
ENSG00000132640	20	11890722	11900722	+
ENSG00000125816	20	21387525	21397525	-
ENSG00000188811	13	39038305	39048305	+
ENSG00000100077	22	25564674	25574674	+
ENSG00000102837	13	53028812	53038812	+
ENSG00000204919	13	57140917	57150917	+
ENSG00000167315	18	49803952	49813952	-
ENSG00000089063	20	5103102	5113102	-
ENSG00000100325	22	29828303	29838303	-
ENSG00000125851	20	17226106	17236106	+
ENSG00000132639	20	10218829	10228829	+
ENSG00000065150	13	97953657	97963657	+
ENSG00000088876	20	2514701	2524701	-
ENSG00000184571	22	24764719	24774719	-
ENSG00000185666	22	33048380	33058380	-
ENSG00000125815	20	23491100	23501100	+
ENSG00000101230	20	13221273	13231273	+
ENSG00000141380	18	26081216	26091216	-
ENSG00000221963	22	35648445	35658445	+
ENSG00000099985	22	30256850	30266850	-
ENSG00000125844	20	17672294	17682294	-
ENSG00000185721	22	31399603	31409603	+
ENSG00000128283	22	37560479	37570479	+
ENSG00000101745	18	9136227	9146227	+
ENSG00000100997	20	25380834	25390834	-
ENSG00000139734	13	60153927	60163927	-
ENSG00000100219	22	28790596	28800596	-
ENSG00000125848	20	14327613	14337613	-
ENSG00000176635	22	30080463	30090463	+
ENSG00000170367	20	23869747	23879747	-
ENSG00000285566	13	63823530	63833530	-
ENSG00000180424	20	31440631	31450631	+
ENSG00000118946	13	57631743	57641743	+
ENSG00000100225	22	32474675	32484675	+
ENSG00000136160	13	77965528	77975528	-
ENSG00000134278	18	12648133	12658133	-
ENSG00000152484	13	27161810	27171810	-
ENSG00000089091	20	18457280	18467280	-
ENSG00000152242	18	46173552	46183552	+
ENSG00000100365	22	36860987	36870987	+
ENSG00000187792	22	23741111	23751111	-
ENSG00000089195	20	5940557	5950557	-
ENSG00000284776	20	18567452	18577452	+
ENSG00000101463	20	24469628	24479628	+
ENSG00000101323	20	7930457	7940457	-
ENSG00000125831	20	23442875	23452875	-
ENSG00000154839	18	50375039	50385039	+
ENSG00000088930	20	21303330	21313330	+
ENSG00000125772	20	5601005	5611005	-
ENSG00000205726	21	33642399	33652399	+
ENSG00000286022	20	2207327	2217327	+
ENSG00000152223	18	45957328	45967328	-
ENSG00000125870	20	16729960	16739960	+
ENSG00000131068	20	31368600	31378600	+
ENSG00000198089	22	31488687	31498687	+
ENSG00000125810	20	23076323	23086323	-
ENSG00000101003	20	25407672	25417672	+
ENSG00000077984	20	24949268	24959268	+
ENSG00000136153	13	75620433	75630433	+
ENSG00000152234	18	46094333	46104333	-
ENSG00000159261	21	36566568	36576568	-
ENSG00000101474	20	24982750	24992750	-
ENSG00000157542	21	38111344	38121344	-
ENSG00000125864	20	17559219	17569219	-
ENSG00000241837	21	33905813	33915813	-
ENSG00000120688	13	41061508	41071508	+
ENSG00000180440	13	36674019	36684019	+
ENSG00000206107	21	30327693	30337693	-
ENSG00000088766	20	6006092	6016092	+
ENSG00000154645	21	17901262	17911262	+
ENSG00000149435	20	23978778	23988778	-
ENSG00000132964	13	26254103	26264103	+
ENSG00000125285	13	94702544	94712544	-
ENSG00000182362	21	46286341	46296341	+
ENSG00000088320	20	31475287	31485287	+
ENSG00000170369	20	23816728	23826728	-
ENSG00000139514	13	29585687	29595687	-
ENSG00000157538	21	37257918	37267918	-
ENSG00000125868	20	17570074	17580074	+
ENSG00000132664	20	18467388	18477388	+
ENSG00000279493	21	5011798	5021798	+
ENSG00000100346	22	39570752	39580752	+
ENSG00000128322	22	23570301	23580301	-
ENSG00000160307	21	46595207	46605207	-
ENSG00000078898	20	33007703	33017703	+
ENSG00000125834	20	2101826	2111826	+
ENSG00000088386	13	98742671	98752671	-
ENSG00000125872	20	6044059	6054059	-
ENSG00000125246	13	99606668	99616668	+
ENSG00000215397	20	665801	675801	-
ENSG00000101639	18	12991361	13001361	+
ENSG00000100354	22	40044816	40054816	+
ENSG00000100302	22	35540830	35550830	+
ENSG00000100100	22	31282533	31292533	-
ENSG00000188559	20	20702643	20712643	-
ENSG00000102471	13	79481123	79491123	+
ENSG00000150907	13	40656640	40666640	-
ENSG00000128313	22	35717871	35727871	+
ENSG00000100036	22	30635780	30645780	+
ENSG00000160294	21	46276296	46286296	-
ENSG00000175329	22	35066135	35076135	+
ENSG00000172361	18	50256494	50266494	-
ENSG00000156273	21	29194070	29204070	+
ENSG00000206104	21	30642863	30652863	+
ENSG00000286224	21	46326287	46336287	+
ENSG00000136152	13	45464897	45474897	+
ENSG00000186924	21	30601086	30611086	+
ENSG00000141425	18	36057575	36067575	-
ENSG00000198646	20	34815650	34825650	-
ENSG00000152214	18	43105690	43115690	-
ENSG00000212710	18	22407914	22417914	-
ENSG00000286235	20	5950948	5960948	+
ENSG00000088782	20	157453	167453	+
ENSG00000178726	20	23039671	23049671	-
ENSG00000136141	13	46553167	46563167	+
ENSG00000101350	20	32277650	32287650	+
ENSG00000152749	13	94601856	94611856	+
ENSG00000184381	22	38204777	38214777	-
ENSG00000172296	20	13008971	13018971	+
ENSG00000101624	18	12692776	12702776	-
ENSG00000139496	13	25301555	25311555	+
ENSG00000174448	18	54347963	54357963	-
ENSG00000100294	22	43133397	43143397	-
ENSG00000132872	18	43267534	43277534	-
ENSG00000102543	13	49247924	49257924	+
ENSG00000134489	18	24460636	24470636	+
ENSG00000160310	21	46635594	46645594	+
ENSG00000198183	20	33235994	33245994	+
ENSG00000182541	22	31212238	31222238	+
ENSG00000182816	21	30362270	30372270	-
ENSG00000100170	22	32043260	32053260	+
ENSG00000101773	18	22798260	22808260	+
ENSG00000185022	22	38200766	38210766	+
ENSG00000176177	22	39883863	39893863	-
ENSG00000169184	22	27791755	27801755	-
ENSG00000168234	18	23992772	24002772	+
ENSG00000283900	22	38388521	38398521	-
ENSG00000125257	13	95291474	95301474	-
ENSG00000187323	18	52340196	52350196	+
ENSG00000131069	20	34872145	34882145	+
ENSG00000141639	18	50560086	50570086	+
ENSG00000197046	18	45825674	45835674	+
ENSG00000215547	20	31257663	31267663	+
ENSG00000270299	20	665799	675799	-
ENSG00000141622	18	46326808	46336808	+
ENSG00000100353	22	36519183	36529183	-
ENSG00000083520	13	72772095	72782095	-
ENSG00000128342	22	30236758	30246758	-
ENSG00000078804	20	34704338	34714338	+
ENSG00000134042	18	50815401	50825401	-
ENSG00000182670	21	37073225	37083225	+
ENSG00000167393	X	376954	386954	-
ENSG00000100055	22	37282026	37292026	+
ENSG00000133103	13	39655626	39665626	+
ENSG00000185960	X	624343	634343	+
ENSG00000166845	18	54357905	54367905	+
ENSG00000102738	13	40761189	40771189	-
ENSG00000102802	13	30906270	30916270	+
ENSG00000183943	X	3703648	3713648	-
ENSG00000157557	21	38805182	38815182	+
ENSG00000134046	18	54214668	54224668	-
ENSG00000273899	22	37681672	37691672	+
ENSG00000285404	22	31754898	31764898	+
ENSG00000171456	20	32358329	32368329	+
ENSG00000101846	X	7147236	7157236	+
ENSG00000177504	X	8161266	8171266	-
ENSG00000006757	X	7917738	7927738	-
ENSG00000067900	18	21101812	21111812	-
ENSG00000134871	13	110305811	110315811	+
ENSG00000185291	X	1336615	1346615	+
ENSG00000177511	18	57352556	57362556	+
ENSG00000182162	X	1527184	1537184	-
ENSG00000229665	13	57140917	57150917	+
ENSG00000205542	X	12975109	12985109	+
ENSG00000101384	20	10663998	10673998	-
ENSG00000152240	18	46104377	46114377	+
ENSG00000169100	X	1382112	1392112	-
ENSG00000176641	18	61884246	61894246	-
ENSG00000125363	X	11293412	11303412	+
ENSG00000100242	22	38784142	38794142	-
ENSG00000166510	18	54949460	54959460	-
ENSG00000133121	13	33340629	33350629	-
ENSG00000196433	X	1615058	1625058	+
ENSG00000160305	21	46458890	46468890	+
ENSG00000089057	20	5000292	5010292	-
ENSG00000184724	21	30603929	30613929	-
ENSG00000178605	X	308818	318818	-
ENSG00000283361	13	114154690	114164690	+
ENSG00000101435	20	23558483	23568483	-
ENSG00000184564	13	85796682	85806682	-
ENSG00000169059	X	6525117	6535117	-
ENSG00000184226	13	67220444	67230444	-
ENSG00000169084	X	2492804	2502804	-
ENSG00000078814	20	34955809	34965809	+
ENSG00000175387	18	47921145	47931145	-
ENSG00000146950	X	9786428	9796428	+
ENSG00000142173	21	46098111	46108111	+
ENSG00000124102	20	45174901	45184901	+
ENSG00000077942	22	45502237	45512237	+
ENSG00000274749	21	30819758	30829758	-
ENSG00000124157	20	45221372	45231372	+
ENSG00000041353	18	54717859	54727859	+
ENSG00000124134	20	45091126	45101126	-
ENSG00000100079	22	37572615	37582615	-
ENSG00000011201	X	8722136	8732136	-
ENSG00000134443	18	59220157	59230157	+
ENSG00000100307	22	39142679	39152679	-
ENSG00000160299	21	46324140	46334140	+
ENSG00000169093	X	1443761	1453761	-
ENSG00000100344	22	43923791	43933791	+
ENSG00000102580	13	95677138	95687138	+
ENSG00000283199	13	113964075	113974075	-
ENSG00000189269	22	23622320	23632320	-
ENSG00000205755	X	1202722	1212722	-
ENSG00000234469	X	9967357	9977357	+
ENSG00000157551	21	38155548	38165548	+
ENSG00000177138	X	9285681	9295681	-
ENSG00000141655	18	62325286	62335286	+
ENSG00000186976	22	43802336	43812336	-
ENSG00000166897	22	37417478	37427478	-
ENSG00000091164	18	56641599	56651599	-
ENSG00000181544	X	14863068	14873068	-
ENSG00000101825	X	3336651	3346651	-
ENSG00000242715	13	36287839	36297839	-
ENSG00000205758	21	33633925	33643925	-
ENSG00000132950	13	19853648	19863648	-
ENSG00000004961	X	11111300	11121300	+
ENSG00000101310	20	18507519	18517519	+
ENSG00000134030	18	48539030	48549030	+
ENSG00000089123	20	13628931	13638931	-
ENSG00000170191	20	25614013	25624013	-
ENSG00000146938	X	6218866	6228866	-
ENSG00000156239	21	28875370	28885370	-
ENSG00000187268	X	13034681	13044681	-
ENSG00000132958	13	19526761	19536761	-
ENSG00000182968	13	112067148	112077148	+
ENSG00000175664	13	30932655	30942655	+
ENSG00000183304	X	8791382	8801382	-
ENSG00000151240	10	679667	689667	-
ENSG00000185896	13	113297238	113307238	+
ENSG00000054611	22	46762616	46772616	+
ENSG00000205642	X	8464829	8474829	+
ENSG00000139835	13	113354147	113364147	-
ENSG00000082212	18	50879079	50889079	+
ENSG00000132792	20	37693954	37703954	+
ENSG00000180530	21	15055935	15065935	-
ENSG00000205856	22	32149321	32159321	-
ENSG00000196139	10	5035353	5045353	+
ENSG00000225528	22	39960396	39970396	+
ENSG00000180205	20	45621283	45631283	-
ENSG00000100426	22	49853843	49863843	+
ENSG00000141441	18	32460881	32470881	-
ENSG00000101955	X	38210923	38220923	-
ENSG00000178462	10	5394827	5404827	-
ENSG00000182583	X	7842261	7852261	+
ENSG00000102595	13	96043481	96053481	-
ENSG00000141642	18	50967990	50977990	+
ENSG00000149639	20	36853537	36863537	-
ENSG00000159140	21	33543037	33553037	+
ENSG00000107929	10	921704	931704	-
ENSG00000152229	18	46062271	46072271	-
ENSG00000056487	22	45000004	45010004	-
ENSG00000044446	X	18974113	18984113	-
ENSG00000126010	X	16123564	16133564	+
ENSG00000185736	10	1727524	1737524	-
ENSG00000205643	22	46240310	46250310	-
ENSG00000196839	20	44642232	44652232	-
ENSG00000086717	X	18675908	18685908	+
ENSG00000100373	22	45284948	45294948	+
ENSG00000041515	13	108596151	108606151	+
ENSG00000101442	20	38748459	38758459	+
ENSG00000177324	X	18210885	18220885	-
ENSG00000249209	21	33921606	33931606	-
ENSG00000184828	18	48400751	48410751	-
ENSG00000130150	X	14873420	14883420	+
ENSG00000165568	10	4786628	4796628	+
ENSG00000100316	22	39310388	39320388	-
ENSG00000157554	21	38651779	38661779	-
ENSG00000124233	20	45207032	45217032	+
ENSG00000180305	20	45629738	45639738	+
ENSG00000175121	20	45105171	45115171	-
ENSG00000141664	18	62523024	62533024	+
ENSG00000182931	20	45695018	45705018	-
ENSG00000154736	21	26957087	26967087	-
ENSG00000228075	18	57147086	57157086	+
ENSG00000166569	18	59308648	59318648	-
ENSG00000100368	22	36913627	36923627	+
ENSG00000187498	13	110297156	110307156	-
ENSG00000101445	20	38805696	38815696	+
ENSG00000065675	10	6570300	6580300	-
ENSG00000177189	X	20257518	20267518	-
ENSG00000101782	18	23453286	23463286	+
ENSG00000139668	13	51584454	51594454	+
ENSG00000149633	20	38250771	38260771	-
ENSG00000134463	10	11742365	11752365	+
ENSG00000100253	22	50486783	50496783	+
ENSG00000147027	X	34647284	34657284	-
ENSG00000136144	13	49575557	49585557	-
ENSG00000185915	X	21648329	21658329	-
ENSG00000185950	13	109776582	109786582	-
ENSG00000130684	20	25686852	25696852	-
ENSG00000141665	18	74137842	74147842	-
ENSG00000197976	X	1591603	1601603	+
ENSG00000107485	10	8045377	8055377	+
ENSG00000075218	22	46296869	46306869	+
ENSG00000091482	X	21748115	21758115	-
ENSG00000274276	21	6458039	6468039	-
ENSG00000025772	20	44950396	44960396	-
ENSG00000151465	10	12195964	12205964	+
ENSG00000178473	10	5364965	5374965	+
ENSG00000141458	18	23576505	23586505	-
ENSG00000141437	18	31750879	31760879	-
ENSG00000184708	22	31486107	31496107	-
ENSG00000157617	21	41944017	41954017	-
ENSG00000086475	10	13338297	13348297	-
ENSG00000158296	20	46674466	46684466	-
ENSG00000100053	22	25199857	25209857	+
ENSG00000130177	13	114234886	114244886	+
ENSG00000173276	21	42000386	42010386	-
ENSG00000167104	20	33031647	33041647	+
ENSG00000128311	22	37010182	37020182	-
ENSG00000101438	20	38724485	38734485	+
ENSG00000167306	18	50185146	50195146	-
ENSG00000159228	21	36069940	36079940	+
ENSG00000198176	13	113584720	113594720	+
ENSG00000128335	22	36229953	36239953	-
ENSG00000153498	13	112376354	112386354	+
ENSG00000172466	18	35335481	35345481	-
ENSG00000159231	21	36135078	36145078	+
ENSG00000134873	13	95433603	95443603	+
ENSG00000186009	13	113648197	113658197	-
ENSG00000182035	20	38581194	38591194	+
ENSG00000166562	18	59139865	59149865	+
ENSG00000123240	10	13099448	13109448	+
ENSG00000159216	21	35994666	36004666	-
ENSG00000198824	13	114314481	114324481	+
ENSG00000067082	10	3775280	3785280	-
ENSG00000124143	20	38601933	38611933	+
ENSG00000134460	10	6052369	6062369	-
ENSG00000081138	18	65750251	65760251	+
ENSG00000150401	13	113480950	113490950	-
ENSG00000133115	13	38980858	38990858	-
ENSG00000166979	21	32412005	32422005	+
ENSG00000169062	13	114281600	114291600	+
ENSG00000165629	10	7788146	7798146	+
ENSG00000101452	20	38962298	38972298	+
ENSG00000088448	13	110905068	110915068	-
ENSG00000159079	21	32602602	32612602	-
ENSG00000100380	22	40846638	40856638	-
ENSG00000241360	22	37658722	37668722	+
ENSG00000124191	20	43914851	43924851	+
ENSG00000134779	18	36819215	36829215	-
ENSG00000204442	13	107857495	107867495	-
ENSG00000265590	21	32602864	32612864	-
ENSG00000126231	13	113158647	113168647	+
ENSG00000242550	18	63897173	63907173	+
ENSG00000242220	21	32577372	32587372	-
ENSG00000165632	10	7818504	7828504	+
ENSG00000166603	18	60362774	60372774	-
ENSG00000184497	13	113759225	113769225	+
ENSG00000248405	22	44702232	44712232	+
ENSG00000149970	X	21372800	21382800	+
ENSG00000142168	21	31659665	31669665	+
ENSG00000243627	21	34413950	34423950	-
ENSG00000036473	X	38352585	38362585	+
ENSG00000188064	22	45967161	45977161	-
ENSG00000154640	21	17602944	17612944	-
ENSG00000176890	18	657652	667652	+
ENSG00000184900	21	44808778	44818778	-
ENSG00000196090	20	43179969	43189969	-
ENSG00000147041	X	38006552	38016552	+
ENSG00000065665	10	12129636	12139636	+
ENSG00000086712	X	16786431	16796431	+
ENSG00000154719	21	25597516	25607516	-
ENSG00000100347	22	43955441	43965441	+
ENSG00000166479	18	68705107	68715107	-
ENSG00000224960	X	27453340	27463340	-
ENSG00000151632	10	5008030	5018030	-
ENSG00000285304	22	37639692	37649692	+
ENSG00000101958	X	14529297	14539297	+
ENSG00000126226	13	113198714	113208714	-
ENSG00000155307	21	14648820	14658820	-
ENSG00000101546	18	80034388	80044388	+
ENSG00000075234	22	46267960	46277960	+
ENSG00000064655	20	46894623	46904623	+
ENSG00000187134	10	4963252	4973252	+
ENSG00000168703	20	45114464	45124464	-
ENSG00000172216	20	50190829	50200829	+
ENSG00000100201	22	38497659	38507659	-
ENSG00000141452	18	23503469	23513469	+
ENSG00000160298	21	46313874	46323874	-
ENSG00000205670	21	34375479	34385479	+
ENSG00000175198	13	100089014	100099014	+
ENSG00000100372	22	40809398	40819398	-
ENSG00000166396	18	63752934	63762934	+
ENSG00000159263	21	36699114	36709114	+
ENSG00000043355	13	99981783	99991783	+
ENSG00000183145	21	37006149	37016149	+
